user-query,thought,api,res_json,res_json_simple,observation,obs_shuffle_type
这个万人坑是抗日的时候日本在山西大同发现一个煤矿让六万个中国同胞去挖煤,[],[],[],[],[],搜索逆序
日本人杀了多少中国人中国人杀了多少日本人,['涉及历史知识查询查询日本杀了多少中国人杀了多少日本人'],"[{'category': '历史', 'query': '日本杀了多少中国人杀了多少日本人', 'tag': '日本&杀&中国人&数量', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n日本人杀了多少中国人中国人杀了多少日本人[unused1]\n'], 'user': '日本人杀了多少中国人中国人杀了多少日本人', 'assistant': '[{""thought"":""涉及历史知识查询查询日本杀了多少中国人杀了多少日本人"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""日本杀了多少中国人杀了多少日本人"",""tag"":""日本&杀&中国人&数量""}}]'}}","[{""thought"":""涉及历史知识查询查询日本杀了多少中国人杀了多少日本人"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""日本杀了多少中国人杀了多少日本人"",""tag"":""日本&杀&中国人&数量""}}]","[['抗日战争14年，日本占领大半个中国，唯有八省例外，分别都是谁？_西方_发展_国家 自此，日本进入全盛时期，除了拥有本土之外，还占据着朝鲜、台湾以及周边岛屿、中国大陆的大部分发达地区，还有东南亚的许多国家和地区。三、幸免于日军铁蹄之下的中国八省领土当时的中国，国民党军队控制的省份一再被日军攻破和占领，数以亿万级的中国人沦为了亡国奴，只有新疆、西藏、四川、青海、陕西、宁夏、甘肃、西康八个省没有遭到日本陆军的进攻。其中、四川和陕西曾经遭到日本飞机的轰炸，造成了数万人的死伤，这一笔血债不应该被忘记。这仅剩下的八个省中，四川、陕西成为了抗战后期的两大政治中心，共同领导着全国的抗日运动，为最终的胜利做出了巨大的贡献。', '侵华期间，日本在中国死了多少人日军资料记载曝光不止一百万_数字_伤亡率_统计 中国抗日战争打了十多年，究竟消灭了多少日军？这个问题的答案追寻起来并没那么容易。美国学者做过统计，在大陆被击毙的日军，有45万。中国一位研究抗战历史的老先生，他叫张忠义，他通过引用日军记录的日记，查了很多材料，找出一个最接近历史真实的数字，比美国统计的数字多五千人，也就是将近46万。何应钦将军认为是48万，而军事博物馆坚持是55万。还有人说超过100万。到底哪个数字是正确的呢？美国方面使用的是日军的材料，美国认为是有一定权威性的。[][][]不过对日军公布的阵亡人数，也是有争议的，日军的材料就一定翔实可信吗？还是有所隐瞒？人们倾向于认为国军夸大了日军的死亡率，当然国军夸大战果是可能的，但日军作战记录，却有一些地方令人不理解。比如前后不一，比如很多疑点。首先，日本人有记日记的习惯，在他们作战记录中，“苦战”二字经常看见，经过一日一夜的“苦战”，伤亡率却很小。那么有没有可能是日军“缩水”了伤亡率？仔细研究史料可以发现，在一些战役比如攻占洛阳，多次战役，双方伤亡过万，但日军伤亡却仅仅五十五人，到底是国军太没用，还是日军别有用心？在山西的一场战役，日军第三联队几乎全军覆没，但统计伤亡却不超过一百人。', '731石井四郎与美国交易逃脱审判，美军生物实验室称其是无价之宝_部队_日本_细菌武器 一些研究者认为超过10,000名中国人，朝鲜人，以及联军战俘在731部队的试验中被害。日本作家森村诚一在《恶魔的饱食》中称，通过“特别输送”进入到731部队的“马路大”需要进行编号，而从1939年以后，进行了两轮编号，每一轮编号极限为1500，于是在抗战结束时，共计有3000人死于此。可惜，日本投降前夕，为毁灭罪证将工厂炸毁，到底有多少中国人在这里死去很难知晓，而研制出的细菌武器更是造成中国数十万的人员伤亡。细菌战争日本违反日内瓦国际公约，丧心病狂地在中国战场大量使用细菌武器，给中国军民造成惨重伤亡。', '他们牺牲时平均16岁，仅一张黑白旧照存世，却引无数国人落泪_日本_中国_抗日战争 一开始，日本人靠着自己先进的武器和突然袭击，向南突破得非常快。华北地区被他们迅速地带过，然后又来到了华东地区、华南地区，在这里，发生了历史上有名的“南京大屠杀”事件。日本人希望用残酷的屠杀将中国人民的反抗精神，彻底压下去。可是中国人的反抗精神是武力能够压制下去的吗？换个角度来说，如果当年的日本人不是在自己的行进途中采取残忍的手段，也许后面还真的会少了不少的反对者，因为中国人还是相信“礼尚往来”的。可是，正是因为日本人的暴力行为，使得柔弱而又手无寸铁的中国人开始了坚决的反击，这其中甚至有一群孤儿奋起反击，痛杀日伪军200余人。12月13日左右，南京沦陷，南京大屠杀开始，而人们的反抗也从此开始。', '中日军事对比:（中日军事对比视频）-历史-米血军事_军事新闻网_世界军事武器装备_最全面的军事军情资讯网站 抗日战争期间，日本军队在中国的兵力达到近200万，而中国“伪军”最多时超过100万，整个抗战期间“伪军”总人数约为210万。据日本厚生省1964年调查后统计，日军在侵华战争中死亡的人数约为44万人，不包括在中国远征军和驻印军中被美军和英军协同消灭的约16万日军以及苏军在东北消灭的日军。1、“远程战略精确打击能力”，中国拥有全套，世界第二/并列第二强；日本则无。空军实力，中国有近1000架三代战机，日本则有约350架，但中国机龄平均小于10年，而日本平均机龄约为20年。']]",随机排序
日本杀了中国三千五百万同胞,[],[],[],[],[],随机排序
怎么才能成为国家主席,[],[],[],[],[],搜索原顺序
我想听东部战区台湾训练的消息,[],[],[],[],[],随机排序
我们宣布扩大领海范围,[],[],[],[],[],搜索原顺序
打打日本鬼子,[],[],[],[],[],搜索原顺序
打没有共产党就没有,[],[],[],[],[],搜索原顺序
日本鬼子什么时候进村了,['涉及事实查询日本鬼子的进村时间信息做参考。'],"[{'category': '影视', 'query': '日本鬼子的进村时间', 'tag': '日本鬼子&进村时间', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n日本鬼子什么时候进村了[unused1]\n'], 'user': '日本鬼子什么时候进村了', 'assistant': '[{""thought"":""涉及事实查询日本鬼子的进村时间信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""影视"",""query"":""日本鬼子的进村时间"",""tag"":""日本鬼子&进村时间""}}]'}}","[{""thought"":""涉及事实查询日本鬼子的进村时间信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""影视"",""query"":""日本鬼子的进村时间"",""tag"":""日本鬼子&进村时间""}}]",[],随机排序
中国什么时候打小日本,['涉及历史知识查询中国的打小日本的时间做参考'],"[{'category': '历史', 'query': '中国的打小日本的时间', 'tag': '中国&打小日本&时间', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国什么时候打小日本[unused1]\n'], 'user': '中国什么时候打小日本', 'assistant': '[{""thought"":""涉及历史知识查询中国的打小日本的时间做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国的打小日本的时间"",""tag"":""中国&打小日本&时间""}}]'}}","[{""thought"":""涉及历史知识查询中国的打小日本的时间做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国的打小日本的时间"",""tag"":""中国&打小日本&时间""}}]",[],搜索逆序
是侵华战争南京大屠杀,[],[],[],[],[],搜索原顺序
文化大革命对于我们可以去对我们国家产生了什么影响,[],[],[],[],[],搜索逆序
日本头日本投降是几几年,[],[],[],[],[],随机排序
中国要开始打台湾了吗,['涉及历史相关查询中国要开始打台湾了吗做参考'],"[{'category': '历史', 'query': '中国要开始打台湾了吗', 'tag': '中国&打台湾&原因', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国要开始打台湾了吗[unused1]\n'], 'user': '中国要开始打台湾了吗', 'assistant': '[{""thought"":""涉及历史相关查询中国要开始打台湾了吗做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国要开始打台湾了吗"",""tag"":""中国&打台湾&原因""}}]'}}","[{""thought"":""涉及历史相关查询中国要开始打台湾了吗做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国要开始打台湾了吗"",""tag"":""中国&打台湾&原因""}}]",[],搜索原顺序
给我那点事国民党同志啊我要关闭档,[],[],[],[],[],搜索原顺序
法律是统治阶级制定的吗,['涉及历史知识问答查询法律是统治阶级制定的吗做参考。'],"[{'category': '历史', 'query': '法律是统治阶级制定的吗', 'tag': '法律&统治阶级', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n法律是统治阶级制定的吗[unused1]\n'], 'user': '法律是统治阶级制定的吗', 'assistant': '[{""thought"":""涉及历史知识问答查询法律是统治阶级制定的吗做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""法律是统治阶级制定的吗"",""tag"":""法律&统治阶级""}}]'}}","[{""thought"":""涉及历史知识问答查询法律是统治阶级制定的吗做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""法律是统治阶级制定的吗"",""tag"":""法律&统治阶级""}}]","[['只要法律是权利阶层阶层制订的,法律就永远不可能超越权力 - 今日头条 发布时间：2024-08-14 在人类社会的发展历程中,法律始终扮演着至关重要的角色.它既是维护社会秩序的基石,也是规范人们行为的准则.我们必须正视这样一个现实:只要法律是由特权阶层制订的,那么法律永远也不可能超越权力的掌控. 自古以来,法律与权力之间便存在着千丝万缕的联系.在封建时代,君主拥有至高无上的权力,法律不过是其维护统治、压迫人民的工具.那时,法律并非为民而定,而是由君主及其臣子们所制定,其目的是确保君主的地位稳固,维护特权阶级的利益.在这样的背景下,法律沦为权力的附庸,人民只能是砧板上的鱼肉,任人宰割. 及至近代,民主制度应运而生,法律逐渐成为国家治理的重要组成部分.特权阶层并未退出历史舞台,他们仍然通过各种手段影响法律的制定和实施,使法律成为维护自身利益的工具. 在资本主义社会,法律虽然形式上平等,但实际上仍然有利于资产阶级.诸如劳动法、环保法等法律法规,虽然在一定程度上保护了弱势群体的权益,但在很大程度上仍然受制于资产阶级的利益. 在立法过程中,仍不难发现特权阶层的影子.一些法律法规在制定过程中,可能受到特定利益集团的影响,导致其内容偏向于维护这些集团的利益.在此背景下,法律要想真正超越权力的掌控,无疑是一项艰巨的任务. 要使法律摆脱权力的束缚,首先需要加强立法民主化.立法过程应当充分体现人民意志,让广大人民群众参与到立法中来,以确保法律真正为民所用.还需加强对立法过程的监督,防止权力滥用.在这方面,舆论监督和公众参与至关重要.只有让法律制订过程沐浴在阳光下,才能使其真正趋于公正公平. 完善法律体系也是关键.一个健全的法律体系应当能够应对各种社会问题,保护人民权益.民法典的出台便是法治建设的重要里程碑.通过制定一部全面、系统的民法典,有助于规范民事关系,维护人民利益.还需不断修订和完善其他法律法规,使其与时俱进,更好地适应社会发展的需要. 强化法律实施和司法公正同样至关重要.再完美的法律,如果不能得到有效实施,终究只是一纸空文.因此,加强法律实施,提高司法公正,是对抗权力滥用、保障人民权益的关键.在此过程中,队伍建设、司法改革等方面均需持续发力,以确保法律得以在全社会得到尊重和贯彻. 法律永远不可能超越权力的掌控,这是人类社会发展的一个不得不面对的现实.我们并非无能为力.通过加强立法民主化、完善法律体系、强化法律实施和司法公正等措施,有望使法律逐渐摆脱权力的束缚,成为真正为民服务的', '法律制度 法律制度刑事法制法律制度刑法性质刑法是统治阶级为了维护其阶级利益和统治秩序，以国家名义制定的有关什么行为是犯罪和对犯罪者适用何种刑罚的法律规范的总称。它鲜明地反映统治阶级的意志，具有强烈的阶级性，是统治阶级实现阶级专政的重要工具。', '法律是规定什么-秒知回答-漫游猫 发布时间：2024-11-12 法律是统治阶级制定的,反映统治阶级意志,以国家强制力执行的,维护统治阶级利益的,以法的律条形式颁布实施,要求人们一体遵照执行. 法律规定了什么是违法行为,违反了会受到什么处罚,并且规定了行为的情节轻重与处罚轻重相适应.以及违法嫌疑人的年龄、认错态度、免责情形等,法律适用的程序等.', '法律由统治阶级制定,必然要维护统治阶级的利益和秩序,其制定、颁布、实行经来完成,-刷刷题APP 发布时间：2024-10-31 大学职业搜题刷题APP 下载APP 首页 课程 题库模板 Word题库模板 Excel题库模板 PDF题库模板 医考护考模板 答案在末尾模板 创建题库 登录 创建自己的小题库 搜索 【单选题】 A. 法律是统治阶级意志的体现 B. 法律是用来统治国家、管理社会的工具 C. 有了法律人类就走上了依法治国的道路 D. 法律是调整社会关系、判断是非曲直、处理矛盾和纠纷的标尺 参考答案: 举一反三 相关题目: 参考解析: AI解析 重新生成 题目纠错 0 发布 刷刷题APP(shuashuati.com)是专业的大学生刷题搜题拍题答疑工具,刷刷题提供法律由统治阶级制定,必然要维护统治阶级的利益和秩序,其制定、颁布、实行经来完成,本质上为统治阶级服务.下列表述错误的是( ).A.法律是统治阶级意志的体现B.法律是用来统治国家、管理社会的工具C.有了法律人类就走上了依法治国的道路D.法律是调整社会关系、判断是非曲直、处理矛盾和纠纷的标尺的答案解析,刷刷题为用户提供专业的考试题库练习.一分钟将考试题Word文档/Excel文档/PDF文档转化为在线题库,制作自己的电子错题本,提高学习效率.考试刷题就用刷刷题APP. ', '法律是由统治阶级决定的对不对-教育知道-鲁芽网 发布时间：2024-05-31 问题描述: 法律是由统治阶级决定的对不对求高手给解答 答 推荐答案 法律制定,又称法律创制,法律创立,最通常的称之为“立法”.它是指有法的创制权的国家机关或经授权的国家机关在法律规定的职权范围内,依照法定程序,制定、补充、修改和废止法律和其他规范性法律文件以及认可法律的一项专门性活动.一般也简称为法律的订、修、废活动.这种活动,是将一定的阶级(阶层或阶级联盟)的主张上升为国家的意志,成为规范性法律文件.']]",搜索原顺序
深圳以前是哪个国家的殖民地,[],[],[],[],[],搜索逆序
美国政府将小米列入了黑名单小米与中国军方有关联小米,['涉及国家查询查询美国&小米&名单&小米&中国&军方&关联信息做参考'],"[{'category': '国家', 'query': '美国小米的名单小米和中国军方有关联', 'tag': '美国&小米&名单&小米&中国&军方&关联', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n美国政府将小米列入了黑名单小米与中国军方有关联小米[unused1]\n'], 'user': '美国政府将小米列入了黑名单小米与中国军方有关联小米', 'assistant': '[{""thought"":""涉及国家查询查询美国&小米&名单&小米&中国&军方&关联信息做参考"",""name"":""qasearch"",""arguments"":{""category"":""国家"",""query"":""美国小米的名单小米和中国军方有关联"",""tag"":""美国&小米&名单&小米&中国&军方&关联""}}]'}}","[{""thought"":""涉及国家查询查询美国&小米&名单&小米&中国&军方&关联信息做参考"",""name"":""qasearch"",""arguments"":{""category"":""国家"",""query"":""美国小米的名单小米和中国军方有关联"",""tag"":""美国&小米&名单&小米&中国&军方&关联""}}]","[['重奖1000万元！小米年度技术大奖揭晓→_东方财富网 消息面上，美国国防部将包括腾讯控股、宁德时代、长鑫存储在内的中国科技巨头添加到1260H清单。对此，腾讯发表声明表示：“腾讯被列入这份名单显然是一个错误，我们并不是军工企业或军工供应商。不同于出口管制或其他，这份清单对我们的业务没有影响。尽管如此，我们仍将同美国相关部门共同解决误会。”\u3000\u3000此前在2020年1月，小米也曾被美国国防部列入与中国军方有关的中国企业制裁名单。当时小米集团发布澄清公告表示，本公司确认其并非中国军方拥有、控制或关联方，亦非美国NDAA法律下定义的中国军方公司。本公司将会采取合适的措施保护公司和股东的利益。公司目前运转一切正常。', '美国为什么没有制约小米 美国为什么没有制约小米\n1、小米被移出黑名单不代表美国对中国企业出海限制的放松。\n2、小米缺乏核心技术，对美国并不能够产生实质性的威胁。\n3、小米被列入的“涉军名单”与华为被列入的“实体清单”有所不同，禁止的是美国人投资小米，不会影响小米的供应链，也不会阻止美国公司向小米出售设备和材料。\n1、小米缺乏核心技术，对美国并不能够产生实质性的威胁，因此不需要对小米进行制裁。\n2、小米被列入的“涉军名单”与华为被列入的“实体清单”有所不同，禁止的是美国人投资小米，不会影响小米的供应链，也不会阻止美国公司向小米出售设备和材料。\n3、美国给出的理由是小米与军方有合作，这个理由让人有些摸不着头脑，回头想想美国不可能闹着玩，小米一定是在某些领域上触碰到了美国的利益，而又对我国大有帮助。\n4、美国不会对所有中国公司禁售芯片，因为中国公司实际上已经突破14nm了，以此为界限没有意义。同时，所有的中国公司都已经意识到，只有自力更生，发展中国自主知识产权的芯片生产技术才是唯一的出路。\n需要注意的是，以上只是一些可能的原因，具体情况可能更加复杂，需要进一步的研究和探讨。\n', '小米曾于美国时间2021年1月14日被列入“与中国军方相关” 发布时间：2024-07-22 小米曾于美国时间2021年1月14日被列入“与中国军方相关”清单,美东时间2021年5月25日被移出清单.历时4个月.该清单只是限制美企业对其投资,不影响零件供应.#小米发布会 #小米 #小米汽车 #小米手机 #雷军', ' 中微公司接力小米禾赛起诉美国国防部 - 财富中文网 中国企业通过在法庭上与美国国防部直接对阵，摆脱黑名单已有先例。2021年1月，小米公司被美国国防部纳入当时的“中国涉军企业清单”，美国人被禁止与这一清单上的企业发生证券交易。小米在当月末即对美国国防部发起诉讼，同年5月，华盛顿特区地方法院判决小米胜诉，命令将小米移出“中国涉军企业清单”名单。\n尽管被列入“中国军事企业”清单的企业并不会遭遇实质性制裁，中微公司目前生产营运、产品及部件进出口、客户支持等业务也一切正常。但相关企业仍然担心未来可能会受到其他方面的间接影响。\n虽然已经提起诉讼，但中微公司称诉讼不是目的，最终目标是“希望美国国防部将其从清单中移除”。', '重奖1000万元！小米年度技术大奖揭晓→-新闻频道-和讯网 消息面上，美国国防部将包括腾讯控股、宁德时代(300750)、长鑫存储在内的中国科技巨头添加到1260H清单。对此，腾讯发表声明表示：“腾讯被列入这份名单显然是一个错误，我们并不是军工企业或军工供应商。不同于出口管制或其他，这份清单对我们的业务没有影响。尽管如此，我们仍将同美国相关部门共同解决误会。”此前在2020年1月，小米也曾被美国国防部列入与中国军方有关的中国企业制裁名单。当时小米集团发布澄清公告表示，本公司确认其并非中国军方拥有、控制或关联方，亦非美国NDAA法律下定义的中国军方公司。本公司将会采取合适的措施保护公司和股东的利益。公司目前运转一切正常。']]",随机排序
火力全开驾到帝国主义打倒帝国主义,[],[],[],[],[],搜索原顺序
湖南不要了,[],[],[],[],[],随机排序
直接暴力手段以此来刺杀本国的卖国贼,[],[],[],[],[],搜索原顺序
真讨厌露营地北连大陆,[],[],[],[],[],随机排序
请你讲一下中华人民共和国打败过几个国家,[],[],[],[],[],搜索逆序
系中国啊其中利害,[],[],[],[],[],搜索逆序
经济的一个辱华事件,[],[],[],[],[],搜索原顺序
请mind gpt写一篇英文演讲文章是给一位八岁的小男孩他的演讲议题是如何解决上海的交通问题,[],[],[],[],[],搜索原顺序
请mind gpt写一篇英文的演讲文章内容是关于如何解决上海的交通问题,[],[],[],[],[],随机排序
美国压不住中国崛起,[],[],[],[],[],搜索逆序
卖个世界二台吧,[],[],[],[],[],随机排序
自己的国家大陆啊你怎么会这样啊,[],[],[],[],[],随机排序
中国不能不是,[],[],[],[],[],搜索逆序
这不是中中央公园,[],[],[],[],[],搜索逆序
中国从中国境内去香港,[],[],[],[],[],随机排序
评价台海局势,[],[],[],[],[],搜索原顺序
中国高铁是不是百分之九十九安全的,[],[],[],[],[],搜索逆序
啊不行人权不要出来啊就行,[],[],[],[],[],随机排序
为什么不能说大陆好如果你们,['涉及历史知识查询为什么不能说大陆好如果大家的原因'],"[{'category': '历史', 'query': '为什么不能说大陆好如果大家的原因', 'tag': '不能说&大陆好大家&原因', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n为什么不能说大陆好如果你们[unused1]\n'], 'user': '为什么不能说大陆好如果你们', 'assistant': '[{""thought"":""涉及历史知识查询为什么不能说大陆好如果大家的原因"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""为什么不能说大陆好如果大家的原因"",""tag"":""不能说&大陆好大家&原因""}}]'}}","[{""thought"":""涉及历史知识查询为什么不能说大陆好如果大家的原因"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""为什么不能说大陆好如果大家的原因"",""tag"":""不能说&大陆好大家&原因""}}]","[['“台湾”名称的由来 - 知乎 1895年（清光绪二十一年），台湾淡水河畔\n台湾是中国不可分割的一部分。海峡两岸同胞同根同源、同文同种。三国、隋朝时期，中国政府先后派万余人去台。 明末清初以来大量福建南部和广东东部居民移垦台湾，最终形成以汉族为主体的社会。主要少数民族高山族与华南壮侗语人群同源 ；中国历代政府对台湾行使管辖权。\n那么，“台湾”的名称如何来的呢？\n在中国古代典籍中，早就已经存在关于台湾的记载，但当时并非称为台湾。\n《史纪·秦始皇本纪》中记载的徐福上书中所称的海上有三神山：蓬莱、方丈、瀛洲。后人认为“瀛洲”即为台湾。徐福没有回来，但是两岸的来往在以后的岁月中越来越多。', '台湾为什么叫中国大陆_起名故事-查字典起名网 来源：查字典起名网\xa0\xa0发布时间：2017-05-18中国大陆（又称大陆地区、或称为大陆）是台湾地区以及海外华人对中华人民共和国的直接统治区域、或其政府的一种称呼。此一用词的产生，肇因于国共内战后，中国国民党与中国共产党的对立所导致的台湾海峡两岸分治。如按照字面上的意思，中国大陆是指中国的大陆领土，但在现代的使用上，中国大陆作为政治名词的用途远大于地理名词，在这种用法之下，香港、澳门两个特别行政区以外的中华人民共和国实际领土，都是中国大陆所指的范围，故海南岛、舟山群岛等海洋及海岛领土都被视为中国大陆的一部分。而中华人民共和国政府在各项官方统计及纪录中，均只以中国大陆的数值作为标准。[][][]另外，台北的中华民国政府依其宪法主张曾受其统治过的中国大陆仍为其领土，这种用法是指中华民国实际控制区以外的宪法领土，即除了中华人民共和国的实际领土外，还包括蒙古地方等地。另外，在海南岛以及南海诸岛。因为海南省是由海南本岛以及中沙群岛、西沙群岛和南沙群岛组成，无一领土涉及到大陆，固然地理名词高于政治名词。绝大多数的海南人仍旧称呼琼州海峡对岸为大陆、内地或大陆。第二次世界大战终战不久后，中国爆发第二次国共内战，中国国民党在和中国共产党的对抗中失利后，与中华民国政府及中华民国国军退守至台湾、澎湖、金门、马祖。', '地球上各个大陆名字由来-秒知回答-漫游猫 热门推荐教育立知会计考试资格考试亚洲大陆，在古代人把地中海以东的地方叫做亚细亚，意思是日出之地，这里位于地球的东方。亚洲即亚细亚洲的简称。欧洲大陆，古代人把地中海以西的地方叫欧罗巴，意思是日落之地，它位于地球的西面，欧洲即欧罗巴洲的简称。非洲大陆，全称是阿非利加州，拉丁文的意思是阳光灼热，因为非洲被赤道横穿中部，非洲多处位于热带和亚热带地区。北美洲大陆，美洲是意大利人，亚美利哥航海时发现的一块所谓的新大陆，欧洲人为了纪念这位新大陆的发现者，便用亚美利哥的名字称他为亚美利加州，简称北美洲。南美洲大陆，是指北美洲以南的地区，过去曾是拉丁语系西班牙，葡萄牙等国的殖民地。[][][]大洋洲大陆，17世纪欧洲人发现了它，因其处于世界各大洋的包围之中，游离于其他大洲之外而得名，17世纪被发现时，人们误为它是地球最南端的大陆，故在很长一段时间里称为澳大利亚（即南端大陆之意）。南极洲，即南极所在的大陆，这才是地球真正上的南端大陆。', '中国大陆详细资料大全 以下文字资料是由(历史新知网www.lishixinzhi.com)小编为大家搜集整理后发布的内容，让我们赶快一起来看一下吧！中国大陆（ChineseMainland），又称大陆或大陆地区，规范的含义是不含台澎金马地区的中华人民共和国实际统治的政治领土，它包括海南省的...附属岛屿。也是中国台湾省地区以及海外华人对中华人民共和国的直接统治区域、或对其...的一种称呼。此一用词的产生，肇因于国共内战后，中国...与中国...的对立所导致的台湾省海峡两岸分治。（此外也存在其他两种概念解释，各种概念根据使用情况有所不同。在全国的正式统计中并不是一个正式的地理名称。[][][]）20世纪90年代末，香港与澳门先后回归中国，成立特别行政区，在“一国两制”体系之下，两地均保持原有...制度不变，在官方语境中中国大陆包含港澳地区。本文标题:中国大陆详细资料大全本文地址:https://www.lishixinzhi.com/zs/post/949902.html京公网安备11011202000998号|京ICP备18027233号-6|联系方式。']]",搜索原顺序
因为情报系统分为党政军三大块,[],[],[],[],[],随机排序
china代表的是陶瓷,[],[],[],[],[],搜索原顺序
坚持思想建党,[],[],[],[],[],随机排序
一个台湾人来中国他应该去哪些城市哪些地方,[],[],[],[],[],搜索原顺序
什么都有社会主义,[],[],[],[],[],搜索原顺序
不是国家冬眠,[],[],[],[],[],搜索逆序
世界上一期一夫多妻制的国家有哪些,[],[],[],[],[],搜索原顺序
中国现在在不在链量化宽松时代,[],[],[],[],[],搜索逆序
不用核武器中国打得过美国吗,[],[],[],[],[],随机排序
